0 0 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK.GG...
1 1 0 LLLDME.BBDME.AAFJKIHHFJKI...JK.GG... B99
1 1 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK.GG... A99
1 1 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK.GG... F99
1 1 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJK.GGF.. F98
1 1 0 LLLDMEBB.DME.AAF.KIHHFJKI...JK.GG.J. J99
1 1 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK.GG..K K99
1 1 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK.GG... I99
1 1 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKIGG... I99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JKGG.... G99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK..GG.. G99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK...GG. G98
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK....GG G97
2 2 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK.GG... B98 B99
2 2 0 LLLDME.BBDMEAA.FJKIHHFJKI...JK.GG... A99 B99
2 2 0 LLLDME.BBDME.AA.JKIHHFJKI..FJK.GG... F99 B99
2 2 0 LLLDME.BBDME.AA.JKIHH.JKI..FJK.GGF.. F98 B99
2 2 0 LLLDME.BBDME.AAF.KIHHFJKI...JK.GG.J. J99 B99
2 2 0 LLLDME.BBDME.AAFJ.IHHFJKI...JK.GG..K K99 B99
2 2 0 LLLDME.BBDMEIAAFJKIHHFJK....JK.GG... I99 B99
2 2 0 LLLDMEIBBDMEIAAFJK.HHFJK....JK.GG... I98 B99
2 2 0 LLLDME.BBDME.AAFJK.HHFJKI...JKIGG... I99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JKGG.... G99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK..GG.. G99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK...GG. G98 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK....GG G97 B99
2 2 0 LLLDMEBB.DMEAA..JKIHHFJKI..FJK.GG... F99 A99
2 2 0 LLLDMEBB.DMEAA..JKIHH.JKI..FJK.GGF.. F98 A99
2 2 0 LLLDMEBB.DMEAA.F.KIHHFJKI...JK.GG.J. J99 A99
2 2 0 LLLDMEBB.DMEAA.FJ.IHHFJKI...JK.GG..K K99 A99
2 2 0 LLLDMEBB.DMEAA.FJK.HHFJKI...JKIGG... I99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JKGG.... G99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK..GG.. G99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK...GG. G98 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK....GG G97 A99
2 2 0 LLL.MEBB.DME.AADJKIHHFJKI..FJK.GG... D99 F99
2 2 0 LLLDMEBB.DME..AAJKIHHFJKI..FJK.GG... A99 F99
2 2 0 LLLDMEBB.DME.AA..KIHHFJKI..FJK.GG.J. J99 F99
2 2 0 LLLDMEBB.DME.AA.J.IHHFJKI..FJK.GG..K K99 F99
2 2 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJK.GG... I99 F99
2 2 0 LLLDMEBB.DME.AA.JK.HHFJKI..FJKIGG... I99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJKGG.... G99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK..GG.. G99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK...GG. G98 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK....GG G97 F99
2 2 0 LLL.MEBB.DME.AADJKIHH.JKI..FJK.GGF.. D99 F98
2 2 0 LLL.MEBB..ME.AADJKIHHDJKI..FJK.GGF.. D98 F98
2 2 0 LLLDMEBB.DME..AAJKIHH.JKI..FJK.GGF.. A99 F98
2 2 0 LLLDMEBB.DME.AA..KIHH.JKI..FJK.GGFJ. J99 F98
2 2 0 LLLDMEBB.DME.AA.J.IHH.JKI..FJK.GGF.K K99 F98
2 2 0 LLLDMEBB.DMEIAA.JKIHH.JK...FJK.GGF.. I99 F98
2 2 0 LLLDMEBB.DME.AA.JK.HH.JKI..FJKIGGF.. I99 F98
2 2 0 LLLDMEBB.DME.AA.JKI.HHJKI..FJK.GGF.. H99 F98
2 2 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJKGG.F.. G99 F98
2 2 0 LLLD.EBB.DME.AAFMKIHHFJKI...JK.GG.J. M99 J99
2 2 0 LLLDMEBB.DME.AAF..IHHFJKI...JK.GG.JK K99 J99
2 2 0 LLLDMEBB.DMEIAAF.KIHHFJK....JK.GG.J. I99 J99
2 2 0 LLLDMEBB.DME.AAF.K.HHFJKI...JKIGG.J. I99 J99
2 2 0 LLLDMEBB.DME.AAF.KIHHFJKI...JKGG..J. G99 J99
2 2 0 LLLDMEBB.DME.AAF.KIHHFJKI...JK..GGJ. G99 J99
2 2 0 LLLDM.BB.DME.AAFJEIHHFJKI...JK.GG..K E99 K99
2 2 0 LLLDMEBB.DMEIAAFJ.IHHFJK....JK.GG..K I99 K99
2 2 0 LLLDMEBB.DME.AAFJ..HHFJKI...JKIGG..K I99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JKGG...K G99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK..GG.K G99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK...GGK G98 K99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JKGG.... G99 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK..GG.. G99 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK...GG. G98 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK....GG G97 I99
2 2 0 LLLDMEBB.DME.AAFJKHH.FJKI...JKIGG... H99 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI.GG.. G99 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI..GG. G98 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI...GG G97 I99
2 2 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJK...FGG F98 G97
3 3 0 LLLDMEBB.DME.AA.J.IHH.JKI..FJKGG.F.K G99 K99 F98
3 3 0 LLLDMEBB.DMEIAA.JKI.HHJK...FJK.GGF.. H99 I99 F98
3 3 0 LLLDMEBB.DMEIAA.JKIHH.JK...FJKGG.F.. G99 I99 F98
3 3 0 LLLDMEBB.DME.AA.JKHH..JKI..FJKIGGF.. H99 I99 F98
3 3 0 LLLDMEBB.DME.AA.JK..HHJKI..FJKIGGF.. H99 I99 F98
3 3 0 LLLDMEBB.DME.AA.JKI.HHJKI..FJKGG.F.. G99 H99 F98
3 3 0 LLLD.EBB.DME.AAFM.IHHFJKI...JK.GG.JK K99 M99 J99
3 3 0 LLLD.EBB.DMEIAAFMKIHHFJK....JK.GG.J. I99 M99 J99
3 3 0 LLLD.EBB.DME.AAFMK.HHFJKI...JKIGG.J. I99 M99 J99
3 3 0 LLLD.EBB.DME.AAFMKIHHFJKI...JKGG..J. G99 M99 J99
3 3 0 LLLD.EBB.DME.AAFMKIHHFJKI...JK..GGJ. G99 M99 J99
3 3 0 LLLDM.BB.DME.AAF.EIHHFJKI...JK.GG.JK E99 K99 J99
3 3 0 LLLDMEBB.DMEIAAF..IHHFJK....JK.GG.JK I99 K99 J99
3 3 0 LLLDMEBB.DME.AAF...HHFJKI...JKIGG.JK I99 K99 J99
3 3 0 LLLDMEBB.DME.AAF..IHHFJKI...JKGG..JK G99 K99 J99
3 3 0 LLLDMEBB.DME.AAF..IHHFJKI...JK..GGJK G99 K99 J99
3 3 0 LLLDMEBB.DMEIAAF.KIHHFJK....JKGG..J. G99 I99 J99
3 3 0 LLLDMEBB.DMEIAAF.KIHHFJK....JK..GGJ. G99 I99 J99
3 3 0 LLLDMEBB.DME.AAF.KHH.FJKI...JKIGG.J. H99 I99 J99
3 3 0 LLLDMEBB.DME.AAF.K.HHFJKI...JKI.GGJ. G99 I99 J99
3 3 0 LLLDM.BB.DMEIAAFJEIHHFJK....JK.GG..K I99 E99 K99
3 3 0 LLLDM.BB.DME.AAFJE.HHFJKI...JKIGG..K I99 E99 K99
3 3 0 LLLDM.BB.DME.AAFJEIHHFJKI...JKGG...K G99 E99 K99
3 3 0 LLLDM.BB.DME.AAFJEIHHFJKI...JK..GG.K G99 E99 K99
3 3 0 LLLDM.BB.DME.AAFJEIHHFJKI...JK...GGK G98 E99 K99
3 3 0 LLLDMEBB.DMEIAAFJ.IHHFJK....JKGG...K G99 I99 K99
3 3 0 LLLDMEBB.DMEIAAFJ.IHHFJK....JK..GG.K G99 I99 K99
3 3 0 LLLDMEBB.DMEIAAFJ.IHHFJK....JK...GGK G98 I99 K99
3 3 0 LLLDMEBB.DME.AAFJ.HH.FJKI...JKIGG..K H99 I99 K99
3 3 0 LLLDMEBB.DME.AAFJ..HHFJKI...JKI.GG.K G99 I99 K99
3 3 0 LLLDMEBB.DME.AAFJ..HHFJKI...JKI..GGK G98 I99 K99
3 3 0 LLLDMEBB.DMEIAA.JKIHH.JK...FJK...FGG F98 G97 I99
3 3 0 LLLDMEBB.DME.AAFJKHH.FJKI...JKI.GG.. G99 H99 I99
3 3 0 LLLDMEBB.DME.AAFJKHH.FJKI...JKI..GG. G98 H99 I99
3 3 0 LLLDMEBB.DME.AAFJKHH.FJKI...JKI...GG G97 H99 I99
3 3 0 LLLDMEBB.DME.AA.JK.HH.JKI..FJKI..FGG F98 G97 I99
3 3 0 LLL.MEBB.DME.AADJKIHH.JKI..FJK...FGG D99 F98 G97
3 3 0 LLL.MEBB..ME.AADJKIHHDJKI..FJK...FGG D98 F98 G97
3 3 0 LLLDMEBB.DME..AAJKIHH.JKI..FJK...FGG A99 F98 G97
3 3 0 LLLDMEBB.DME.AA.JKI.HHJKI..FJK...FGG H99 F98 G97
4 4 0 LLL.ME.BBDMEAA.DJKIHHFJKI..FJK.GG... D99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA...KIHHFJKI..FJK.GG.J. J99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..J.IHHFJKI..FJK.GG..K K99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..JK.HHFJKI..FJKIGG... I99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHHFJKI..FJKGG.... G99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHHFJKI..FJK..GG.. G99 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHHFJKI..FJK...GG. G98 F99 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHHFJKI..FJK....GG G97 F99 A99 B99
4 4 0 LLL.ME.BBDMEAA.DJKIHH.JKI..FJK.GGF.. D99 F98 A99 B99
4 4 0 LLL.ME.BB.MEAA.DJKIHHDJKI..FJK.GGF.. D98 F98 A99 B99
4 4 0 LLLDME.BBDMEAA...KIHH.JKI..FJK.GGFJ. J99 F98 A99 B99
4 4 0 LLLDME.BBDMEAA..J.IHH.JKI..FJK.GGF.K K99 F98 A99 B99
4 4 0 LLLDME.BBDMEAA..JK.HH.JKI..FJKIGGF.. I99 F98 A99 B99
4 4 0 LLLDME.BBDMEAA..JKI.HHJKI..FJK.GGF.. H99 F98 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHH.JKI..FJKGG.F.. G99 F98 A99 B99
4 4 0 LLLD.E.BBDMEAA.FMKIHHFJKI...JK.GG.J. M99 J99 A99 B99
4 4 0 LLLDME.BBDMEAA.F..IHHFJKI...JK.GG.JK K99 J99 A99 B99
4 4 0 LLLDME.BBDMEAA.F.K.HHFJKI...JKIGG.J. I99 J99 A99 B99
4 4 0 LLLDME.BBDMEAA.F.KIHHFJKI...JKGG..J. G99 J99 A99 B99
4 4 0 LLLDME.BBDMEAA.F.KIHHFJKI...JK..GGJ. G99 J99 A99 B99
4 4 0 LLLDM..BBDMEAA.FJEIHHFJKI...JK.GG..K E99 K99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJ..HHFJKI...JKIGG..K I99 K99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJ.IHHFJKI...JKGG...K G99 K99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJ.IHHFJKI...JK..GG.K G99 K99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJ.IHHFJKI...JK...GGK G98 K99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJKHH.FJKI...JKIGG... H99 I99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJK.HHFJKI...JKI.GG.. G99 I99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJK.HHFJKI...JKI..GG. G98 I99 A99 B99
4 4 0 LLLDME.BBDMEAA.FJK.HHFJKI...JKI...GG G97 I99 A99 B99
4 4 0 LLLDME.BBDMEAA..JKIHH.JKI..FJK...FGG F98 G97 A99 B99
4 4 0 .LLLME.BBDME.AADJKIHHFJKI..FJK.GG... L99 D99 F99 B99
4 4 0 LLL.ME.BBDME.AAD.KIHHFJKI..FJK.GG.J. J99 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJ.IHHFJKI..FJK.GG..K K99 D99 F99 B99
4 4 0 LLL.ME.BBDMEIAADJKIHHFJK...FJK.GG... I99 D99 F99 B99
4 4 0 LLL.MEIBBDMEIAADJK.HHFJK...FJK.GG... I98 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJK.HHFJKI..FJKIGG... I99 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJKIHHFJKI..FJKGG.... G99 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJKIHHFJKI..FJK..GG.. G99 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJKIHHFJKI..FJK...GG. G98 D99 F99 B99
4 4 0 LLL.ME.BBDME.AADJKIHHFJKI..FJK....GG G97 D99 F99 B99
4 4 0 LLLDME.BBDME..AA.KIHHFJKI..FJK.GG.J. J99 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJ.IHHFJKI..FJK.GG..K K99 A99 F99 B99
4 4 0 LLLDME.BBDMEI.AAJKIHHFJK...FJK.GG... I99 A99 F99 B99
4 4 0 LLLDMEIBBDMEI.AAJK.HHFJK...FJK.GG... I98 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJK.HHFJKI..FJKIGG... I99 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJKIHHFJKI..FJKGG.... G99 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJKIHHFJKI..FJK..GG.. G99 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJKIHHFJKI..FJK...GG. G98 A99 F99 B99
4 4 0 LLLDME.BBDME..AAJKIHHFJKI..FJK....GG G97 A99 F99 B99
4 4 0 LLLD.E.BBDME.AA.MKIHHFJKI..FJK.GG.J. M99 J99 F99 B99
4 4 0 LLLDME.BBDME...AAKIHHFJKI..FJK.GG.J. A98 J99 F99 B99
4 4 0 LLLDME.BBDME.AA...IHHFJKI..FJK.GG.JK K99 J99 F99 B99
4 4 0 LLLDME.BBDMEIAA..KIHHFJK...FJK.GG.J. I99 J99 F99 B99
4 4 0 LLLDMEIBBDMEIAA..K.HHFJK...FJK.GG.J. I98 J99 F99 B99
4 4 0 LLLDME.BBDME.AA..K.HHFJKI..FJKIGG.J. I99 J99 F99 B99
4 4 0 LLLDME.BBDME.AA..KIHHFJKI..FJKGG..J. G99 J99 F99 B99
4 4 0 LLLDME.BBDME.AA..KIHHFJKI..FJK..GGJ. G99 J99 F99 B99
4 4 0 LLLDM..BBDME.AA.JEIHHFJKI..FJK.GG..K E99 K99 F99 B99
4 4 0 LLLDME.BBDMEIAA.J.IHHFJK...FJK.GG..K I99 K99 F99 B99
4 4 0 LLLDMEIBBDMEIAA.J..HHFJK...FJK.GG..K I98 K99 F99 B99
4 4 0 LLLDME.BBDME.AA.J..HHFJKI..FJKIGG..K I99 K99 F99 B99
4 4 0 LLLDME.BBDME.AA.J.IHHFJKI..FJKGG...K G99 K99 F99 B99
4 4 0 LLLDME.BBDME.AA.J.IHHFJKI..FJK..GG.K G99 K99 F99 B99
4 4 0 LLLDME.BBDME.AA.J.IHHFJKI..FJK...GGK G98 K99 F99 B99
4 4 0 LLLDME.BBDMEIAA.JKIHHFJK...FJKGG.... G99 I99 F99 B99
4 4 0 LLLDME.BBDMEIAA.JKIHHFJK...FJK..GG.. G99 I99 F99 B99
4 4 0 LLLDME.BBDMEIAA.JKIHHFJK...FJK...GG. G98 I99 F99 B99
4 4 0 LLLDME.BBDMEIAA.JKIHHFJK...FJK....GG G97 I99 F99 B99
4 4 0 LLLDMEIBBDMEIAA.JKHH.FJK...FJK.GG... H99 I98 F99 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HHFJK...FJKGG.... G99 I98 F99 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HHFJK...FJK..GG.. G99 I98 F99 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HHFJK...FJK...GG. G98 I98 F99 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HHFJK...FJK....GG G97 I98 F99 B99
4 4 0 LLLDME.BBDME.AA.JKHH.FJKI..FJKIGG... H99 I99 F99 B99
4 4 0 LLLDME.BBDME.AA.JK.HHFJKI..FJKI.GG.. G99 I99 F99 B99
4 4 0 LLLDME.BBDME.AA.JK.HHFJKI..FJKI..GG. G98 I99 F99 B99
4 4 0 LLLDME.BBDME.AA.JK.HHFJKI..FJKI...GG G97 I99 F99 B99
4 4 0 .LLLME.BBDME.AADJKIHH.JKI..FJK.GGF.. L99 D99 F98 B99
4 4 0 LLL.ME.BBDME.AAD.KIHH.JKI..FJK.GGFJ. J99 D99 F98 B99
4 4 0 LLL.ME.BBDME.AADJ.IHH.JKI..FJK.GGF.K K99 D99 F98 B99
4 4 0 LLL.ME.BBDMEIAADJKIHH.JK...FJK.GGF.. I99 D99 F98 B99
4 4 0 LLL.MEIBBDMEIAADJK.HH.JK...FJK.GGF.. I98 D99 F98 B99
4 4 0 LLL.ME.BBDME.AADJK.HH.JKI..FJKIGGF.. I99 D99 F98 B99
4 4 0 LLL.ME.BBDME.AADJKI.HHJKI..FJK.GGF.. H99 D99 F98 B99
4 4 0 LLL.ME.BBDME.AADJKIHH.JKI..FJKGG.F.. G99 D99 F98 B99
4 4 0 .LLLME.BB.ME.AADJKIHHDJKI..FJK.GGF.. L99 D98 F98 B99
4 4 0 LLL.ME.BB.ME.AAD.KIHHDJKI..FJK.GGFJ. J99 D98 F98 B99
4 4 0 LLL.ME.BB.ME.AADJ.IHHDJKI..FJK.GGF.K K99 D98 F98 B99
4 4 0 LLL.ME.BB.MEIAADJKIHHDJK...FJK.GGF.. I99 D98 F98 B99
4 4 0 LLL.MEIBB.MEIAADJK.HHDJK...FJK.GGF.. I98 D98 F98 B99
4 4 0 LLL.ME.BB.ME.AADJK.HHDJKI..FJKIGGF.. I99 D98 F98 B99
4 4 0 LLL.ME.BB.ME.AADJKIHHDJKI..FJKGG.F.. G99 D98 F98 B99
4 4 0 LLLDME.BBDME..AA.KIHH.JKI..FJK.GGFJ. J99 A99 F98 B99
4 4 0 LLLDME.BBDME..AAJ.IHH.JKI..FJK.GGF.K K99 A99 F98 B99
4 4 0 LLLDME.BBDMEI.AAJKIHH.JK...FJK.GGF.. I99 A99 F98 B99
4 4 0 LLLDMEIBBDMEI.AAJK.HH.JK...FJK.GGF.. I98 A99 F98 B99
4 4 0 LLLDME.BBDME..AAJK.HH.JKI..FJKIGGF.. I99 A99 F98 B99
4 4 0 LLLDME.BBDME..AAJKI.HHJKI..FJK.GGF.. H99 A99 F98 B99
4 4 0 LLLDME.BBDME..AAJKIHH.JKI..FJKGG.F.. G99 A99 F98 B99
4 4 0 LLLD.E.BBDME.AA.MKIHH.JKI..FJK.GGFJ. M99 J99 F98 B99
4 4 0 LLLDME.BBDME...AAKIHH.JKI..FJK.GGFJ. A98 J99 F98 B99
4 4 0 LLLDME.BBDME.AA...IHH.JKI..FJK.GGFJK K99 J99 F98 B99
4 4 0 LLLDME.BBDMEIAA..KIHH.JK...FJK.GGFJ. I99 J99 F98 B99
4 4 0 LLLDMEIBBDMEIAA..K.HH.JK...FJK.GGFJ. I98 J99 F98 B99
4 4 0 LLLDME.BBDME.AA..K.HH.JKI..FJKIGGFJ. I99 J99 F98 B99
4 4 0 LLLDME.BBDME.AA..KI.HHJKI..FJK.GGFJ. H99 J99 F98 B99
4 4 0 LLLDME.BBDME.AA..KIHH.JKI..FJKGG.FJ. G99 J99 F98 B99
4 4 0 LLLDM..BBDME.AA.JEIHH.JKI..FJK.GGF.K E99 K99 F98 B99
4 4 0 LLLDME.BBDMEIAA.J.IHH.JK...FJK.GGF.K I99 K99 F98 B99
4 4 0 LLLDMEIBBDMEIAA.J..HH.JK...FJK.GGF.K I98 K99 F98 B99
4 4 0 LLLDME.BBDME.AA.J..HH.JKI..FJKIGGF.K I99 K99 F98 B99
4 4 0 LLLDME.BBDME.AA.J.I.HHJKI..FJK.GGF.K H99 K99 F98 B99
4 4 0 LLLDME.BBDME.AA.J.IHH.JKI..FJKGG.F.K G99 K99 F98 B99
4 4 0 LLLDME.BBDMEIAA.JKI.HHJK...FJK.GGF.. H99 I99 F98 B99
4 4 0 LLLDME.BBDMEIAA.JKIHH.JK...FJKGG.F.. G99 I99 F98 B99
4 4 0 LLLDMEIBBDMEIAA.JKHH..JK...FJK.GGF.. H99 I98 F98 B99
4 4 0 LLLDMEIBBDMEIAA.JK..HHJK...FJK.GGF.. H99 I98 F98 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HH.JK...FJKGG.F.. G99 I98 F98 B99
4 4 0 LLLDME.BBDME.AA.JKHH..JKI..FJKIGGF.. H99 I99 F98 B99
4 4 0 LLLDME.BBDME.AA.JK..HHJKI..FJKIGGF.. H99 I99 F98 B99
4 4 0 LLLDME.BBDME.AA.JKI.HHJKI..FJKGG.F.. G99 H99 F98 B99
4 4 0 LLLD.E.BBDME.AAFM.IHHFJKI...JK.GG.JK K99 M99 J99 B99
4 4 0 LLLD.E.BBDMEIAAFMKIHHFJK....JK.GG.J. I99 M99 J99 B99
4 4 0 LLLD.EIBBDMEIAAFMK.HHFJK....JK.GG.J. I98 M99 J99 B99
4 4 0 LLLD.E.BBDME.AAFMK.HHFJKI...JKIGG.J. I99 M99 J99 B99
4 4 0 LLLD.E.BBDME.AAFMKIHHFJKI...JKGG..J. G99 M99 J99 B99
4 4 0 LLLD.E.BBDME.AAFMKIHHFJKI...JK..GGJ. G99 M99 J99 B99
4 4 0 LLLDM..BBDME.AAF.EIHHFJKI...JK.GG.JK E99 K99 J99 B99
4 4 0 LLLDME.BBDMEIAAF..IHHFJK....JK.GG.JK I99 K99 J99 B99
4 4 0 LLLDMEIBBDMEIAAF...HHFJK....JK.GG.JK I98 K99 J99 B99
4 4 0 LLLDME.BBDME.AAF...HHFJKI...JKIGG.JK I99 K99 J99 B99
4 4 0 LLLDME.BBDME.AAF..IHHFJKI...JKGG..JK G99 K99 J99 B99
4 4 0 LLLDME.BBDME.AAF..IHHFJKI...JK..GGJK G99 K99 J99 B99
4 4 0 LLLDME.BBDMEIAAF.KIHHFJK....JKGG..J. G99 I99 J99 B99
4 4 0 LLLDME.BBDMEIAAF.KIHHFJK....JK..GGJ. G99 I99 J99 B99
4 4 0 LLLDMEIBBDMEIAAF.KHH.FJK....JK.GG.J. H99 I98 J99 B99
4 4 0 LLLDMEIBBDMEIAAF.K.HHFJK....JKGG..J. G99 I98 J99 B99
4 4 0 LLLDMEIBBDMEIAAF.K.HHFJK....JK..GGJ. G99 I98 J99 B99
4 4 0 LLLDME.BBDME.AAF.KHH.FJKI...JKIGG.J. H99 I99 J99 B99
4 4 0 LLLDME.BBDME.AAF.K.HHFJKI...JKI.GGJ. G99 I99 J99 B99
4 4 0 LLLDM..BBDMEIAAFJEIHHFJK....JK.GG..K I99 E99 K99 B99
4 4 0 LLLDM.IBBDMEIAAFJE.HHFJK....JK.GG..K I98 E99 K99 B99
4 4 0 LLLDM..BBDME.AAFJE.HHFJKI...JKIGG..K I99 E99 K99 B99
4 4 0 LLLDM..BBDME.AAFJEIHHFJKI...JKGG...K G99 E99 K99 B99
4 4 0 LLLDM..BBDME.AAFJEIHHFJKI...JK..GG.K G99 E99 K99 B99
4 4 0 LLLDM..BBDME.AAFJEIHHFJKI...JK...GGK G98 E99 K99 B99
4 4 0 LLLDME.BBDMEIAAFJ.IHHFJK....JKGG...K G99 I99 K99 B99
4 4 0 LLLDME.BBDMEIAAFJ.IHHFJK....JK..GG.K G99 I99 K99 B99
4 4 0 LLLDME.BBDMEIAAFJ.IHHFJK....JK...GGK G98 I99 K99 B99
4 4 0 LLLDMEIBBDMEIAAFJ.HH.FJK....JK.GG..K H99 I98 K99 B99
4 4 0 LLLDMEIBBDMEIAAFJ..HHFJK....JKGG...K G99 I98 K99 B99
4 4 0 LLLDMEIBBDMEIAAFJ..HHFJK....JK..GG.K G99 I98 K99 B99
4 4 0 LLLDMEIBBDMEIAAFJ..HHFJK....JK...GGK G98 I98 K99 B99
4 4 0 LLLDME.BBDME.AAFJ.HH.FJKI...JKIGG..K H99 I99 K99 B99
4 4 0 LLLDME.BBDME.AAFJ..HHFJKI...JKI.GG.K G99 I99 K99 B99
4 4 0 LLLDME.BBDME.AAFJ..HHFJKI...JKI..GGK G98 I99 K99 B99
4 4 0 LLLDME.BBDMEIAA.JKIHH.JK...FJK...FGG F98 G97 I99 B99
4 4 0 LLLDMEIBBDMEIAAFJKHH.FJK....JKGG.... G99 H99 I98 B99
4 4 0 LLLDMEIBBDMEIAAFJKHH.FJK....JK..GG.. G99 H99 I98 B99
4 4 0 LLLDMEIBBDMEIAAFJKHH.FJK....JK...GG. G98 H99 I98 B99
4 4 0 LLLDMEIBBDMEIAAFJKHH.FJK....JK....GG G97 H99 I98 B99
4 4 0 LLLDMEIBBDMEIAA.JK.HH.JK...FJK...FGG F98 G97 I98 B99
4 4 0 LLLDME.BBDME.AAFJKHH.FJKI...JKI.GG.. G99 H99 I99 B99
4 4 0 LLLDME.BBDME.AAFJKHH.FJKI...JKI..GG. G98 H99 I99 B99
4 4 0 LLLDME.BBDME.AAFJKHH.FJKI...JKI...GG G97 H99 I99 B99
4 4 0 LLLDME.BBDME.AA.JK.HH.JKI..FJKI..FGG F98 G97 I99 B99
4 4 0 LLL.ME.BBDME.AADJKIHH.JKI..FJK...FGG D99 F98 G97 B99
4 4 0 LLL.ME.BB.ME.AADJKIHHDJKI..FJK...FGG D98 F98 G97 B99
4 4 0 LLLDME.BBDME..AAJKIHH.JKI..FJK...FGG A99 F98 G97 B99
4 4 0 LLLDME.BBDME.AA.JKI.HHJKI..FJK...FGG H99 F98 G97 B99
4 4 0 .LLLMEBB.DMEAA.DJKIHHFJKI..FJK.GG... L99 D99 F99 A99
4 4 0 LLL.MEBB.DMEAA.D.KIHHFJKI..FJK.GG.J. J99 D99 F99 A99
4 4 0 LLL.MEBB.DMEAA.DJ.IHHFJKI..FJK.GG..K K99 D99 F99 A99
4 4 0 LLL.MEBB.DMEAA.DJK.HHFJKI..FJKIGG... I99 D99 F99 A99
4 4 0 LLL.MEBB.DMEAA.DJKIHHFJKI..FJKGG.... G99 D99 F99 A99
4 4 0 LLL.MEBB.DMEAA.DJKIHHFJKI..FJK..GG.. G99 D99 F99 A99
